birth,life,deltactcf,clife,cof,sep,face,peaktotal
0.01,66,20,17.0,1.7,100,1.0,4402525
0.01,66,20,17.0,1.7,74,1.0,5717133
0.01,66,3000,17.0,1.7,100,1.0,3757406
0.01,66,3000,17.0,1.7,74,1.0,4759429
0.01,66,400,17.0,1.7,100,1.0,4227503
0.01,66,400,17.0,1.7,74,1.0,5324563
0.01,66,40,17.0,1.7,100,1.0,4344503
0.01,66,40,17.0,1.7,74,1.0,5595120
0.01,66,4,17.0,1.7,100,1.0,4455582
0.01,66,4,17.0,1.7,74,1.0,5799620
0.01,66,5000,17.0,1.7,100,1.0,3706997
0.01,66,5000,17.0,1.7,74,1.0,4795614
0.01,66,8,17.0,1.7,100,1.0,4426220
0.01,66,8,17.0,1.7,74,1.0,5682433
0.025,66,1000,17.0,1.7,100,1.0,4275080
0.025,66,1000,17.0,1.7,74,1.0,5392941
0.025,66,100,17.0,1.7,100,1.0,5226901
0.025,66,100,17.0,1.7,74,1.0,6796833
0.025,66,10,17.0,1.7,100,1.0,5218612
0.025,66,10,17.0,1.7,74,1.0,7028464
0.025,66,1500,17.0,1.7,100,1.0,4054599
0.025,66,1500,17.0,1.7,74,1.0,4923606
0.025,66,200,17.0,1.7,100,1.0,5187673
0.025,66,200,17.0,1.7,74,1.0,6540829
0.025,66,20,17.0,1.7,100,1.0,5317295
0.025,66,20,17.0,1.7,74,1.0,7057860
0.025,66,3000,17.0,1.7,100,1.0,3763205
0.025,66,3000,17.0,1.7,74,1.0,4592949
0.025,66,400,17.0,1.7,100,1.0,4831728
0.025,66,400,17.0,1.7,74,1.0,6055471
0.025,66,40,17.0,1.7,100,1.0,5334860
0.025,66,40,17.0,1.7,74,1.0,6864610
0.025,66,4,17.0,1.7,100,1.0,5341416
0.025,66,4,17.0,1.7,74,1.0,7063960
0.025,66,5000,17.0,1.7,100,1.0,3645226
0.025,66,5000,17.0,1.7,74,1.0,4716534
0.025,66,8,17.0,1.7,100,1.0,5474089
0.025,66,8,17.0,1.7,74,1.0,7026287
0.05,66,1000,17.0,1.7,100,1.0,4581023
0.05,66,1000,17.0,1.7,74,1.0,6250483
0.05,66,100,17.0,1.7,100,1.0,6503480
0.05,66,100,17.0,1.7,74,1.0,9110536
0.05,66,10,17.0,1.7,100,1.0,7062308
0.05,66,10,17.0,1.7,74,1.0,9640672
0.05,66,1500,17.0,1.7,100,1.0,4180203
0.05,66,1500,17.0,1.7,74,1.0,5547305
0.05,66,200,17.0,1.7,100,1.0,6128810
0.05,66,200,17.0,1.7,74,1.0,8585979
0.05,66,20,17.0,1.7,100,1.0,6852397
0.05,66,20,17.0,1.7,74,1.0,9715016
0.05,66,3000,17.0,1.7,100,1.0,3655663
0.05,66,3000,17.0,1.7,74,1.0,4928975
0.05,66,400,17.0,1.7,100,1.0,5778097
0.05,66,400,17.0,1.7,74,1.0,7938748
0.05,66,40,17.0,1.7,100,1.0,6829688
0.05,66,40,17.0,1.7,74,1.0,9454720
0.05,66,4,17.0,1.7,100,1.0,6973187
0.05,66,4,17.0,1.7,74,1.0,9867173
0.05,66,5000,17.0,1.7,100,1.0,3650509
0.05,66,5000,17.0,1.7,74,1.0,4951423
0.05,66,8,17.0,1.7,100,1.0,6936933
0.05,66,8,17.0,1.7,74,1.0,9783070
0.075,66,1000,17.0,1.7,100,1.0,5034548
0.075,66,1000,17.0,1.7,74,1.0,6860874
0.075,66,100,17.0,1.7,100,1.0,7933659
0.075,66,100,17.0,1.7,74,1.0,11074553
0.075,66,10,17.0,1.7,100,1.0,8406631
0.075,66,10,17.0,1.7,74,1.0,11787055
0.075,66,1500,17.0,1.7,100,1.0,4339198
0.075,66,1500,17.0,1.7,74,1.0,5770701
0.075,66,200,17.0,1.7,100,1.0,7407951
0.075,66,200,17.0,1.7,74,1.0,10279632
0.075,66,20,17.0,1.7,100,1.0,8263771
0.075,66,20,17.0,1.7,74,1.0,11590851
0.075,66,3000,17.0,1.7,100,1.0,3621381
0.075,66,3000,17.0,1.7,74,1.0,4795054
0.075,66,400,17.0,1.7,100,1.0,6694358
0.075,66,400,17.0,1.7,74,1.0,9165979
0.075,66,40,17.0,1.7,100,1.0,8173245
0.075,66,40,17.0,1.7,74,1.0,11539938
0.075,66,4,17.0,1.7,100,1.0,8485521
0.075,66,4,17.0,1.7,74,1.0,11978501
0.075,66,5000,17.0,1.7,100,1.0,3485043
0.075,66,5000,17.0,1.7,74,1.0,4836794
0.075,66,8,17.0,1.7,100,1.0,8398650
0.075,66,8,17.0,1.7,74,1.0,11955631
0.1,66,1000,17.0,1.7,100,1.0,5972106
0.1,66,1000,17.0,1.7,74,1.0,7288952
0.1,66,100,17.0,1.7,100,1.0,9984433
0.1,66,100,17.0,1.7,74,1.0,12671727
0.1,66,10,17.0,1.7,100,1.0,10611111
0.1,66,10,17.0,1.7,74,1.0,13568092
0.1,66,1500,17.0,1.7,100,1.0,4913007
0.1,66,1500,17.0,1.7,74,1.0,5998994
0.1,66,200,17.0,1.7,100,1.0,9293642
0.1,66,200,17.0,1.7,74,1.0,11918085
0.1,66,20,17.0,1.7,100,1.0,10605546
0.1,66,20,17.0,1.7,74,1.0,13641216
0.1,66,3000,17.0,1.7,100,1.0,3962475
0.1,66,3000,17.0,1.7,74,1.0,4866006
0.1,66,400,17.0,1.7,100,1.0,8183013
0.1,66,400,17.0,1.7,74,1.0,10385480
0.1,66,40,17.0,1.7,100,1.0,10583740
0.1,66,40,17.0,1.7,74,1.0,13200134
0.1,66,4,17.0,1.7,100,1.0,10703757
0.1,66,4,17.0,1.7,74,1.0,13499801
0.1,66,5000,17.0,1.7,100,1.0,3899240
0.1,66,5000,17.0,1.7,74,1.0,4751381
0.1,66,8,17.0,1.7,100,1.0,10845389
0.1,66,8,17.0,1.7,74,1.0,13828829
0.0001,50,1000,17.0,17.0,100,1.0,2031529
0.0001,50,1000,17.0,17.0,74,1.0,2559717
0.0001,50,100,17.0,17.0,100,1.0,2012897
0.0001,50,100,17.0,17.0,74,1.0,2552956
0.0001,50,10,17.0,17.0,100,1.0,1955223
0.0001,50,10,17.0,17.0,74,1.0,2560075
0.0001,50,1500,17.0,17.0,100,1.0,2038314
0.0001,50,1500,17.0,17.0,74,1.0,2550183
0.0001,50,200,17.0,17.0,100,1.0,2001881
0.0001,50,200,17.0,17.0,74,1.0,2574178
0.0001,50,20,17.0,17.0,100,1.0,2031673
0.0001,50,20,17.0,17.0,74,1.0,2585762
0.0001,50,3000,17.0,17.0,100,1.0,1971267
0.0001,50,3000,17.0,17.0,74,1.0,2580986
0.0001,50,400,17.0,17.0,100,1.0,2027574
0.0001,50,400,17.0,17.0,74,1.0,2600464
0.0001,50,40,17.0,17.0,100,1.0,2092131
0.0001,50,40,17.0,17.0,74,1.0,2540878
0.0001,50,4,17.0,17.0,100,1.0,1947239
0.0001,50,4,17.0,17.0,74,1.0,2561629
0.0001,50,5000,17.0,17.0,100,1.0,1986748
0.0001,50,5000,17.0,17.0,74,1.0,2536159
0.0001,50,8,17.0,17.0,100,1.0,2030105
0.0001,50,8,17.0,17.0,74,1.0,2554582
0.00025,50,1000,17.0,17.0,100,1.0,2035660
0.00025,50,1000,17.0,17.0,74,1.0,2612029
0.00025,50,100,17.0,17.0,100,1.0,1963669
0.00025,50,100,17.0,17.0,74,1.0,2595718
0.00025,50,10,17.0,17.0,100,1.0,2044733
0.00025,50,10,17.0,17.0,74,1.0,2605671
0.00025,50,1500,17.0,17.0,100,1.0,2030869
0.00025,50,1500,17.0,17.0,74,1.0,2506857
0.00025,50,200,17.0,17.0,100,1.0,2038359
0.00025,50,200,17.0,17.0,74,1.0,2676917
0.00025,50,20,17.0,17.0,100,1.0,2054120
0.00025,50,20,17.0,17.0,74,1.0,2537945
0.00025,50,3000,17.0,17.0,100,1.0,1960762
0.00025,50,3000,17.0,17.0,74,1.0,2545872
0.00025,50,400,17.0,17.0,100,1.0,2065875
0.00025,50,400,17.0,17.0,74,1.0,2600960
0.00025,50,40,17.0,17.0,100,1.0,1969871
0.00025,50,40,17.0,17.0,74,1.0,2517828
0.00025,50,4,17.0,17.0,100,1.0,2095543
0.00025,50,4,17.0,17.0,74,1.0,2617469
0.00025,50,5000,17.0,17.0,100,1.0,2002168
0.00025,50,5000,17.0,17.0,74,1.0,2558835
0.00025,50,8,17.0,17.0,100,1.0,2023749
0.00025,50,8,17.0,17.0,74,1.0,2545340
0.0005,50,1000,17.0,17.0,100,1.0,2023297
0.0005,50,1000,17.0,17.0,74,1.0,2705326
0.0005,50,100,17.0,17.0,100,1.0,2020617
0.0005,50,100,17.0,17.0,74,1.0,2620874
0.0005,50,10,17.0,17.0,100,1.0,2058962
0.0005,50,10,17.0,17.0,74,1.0,2554036
0.0005,50,1500,17.0,17.0,100,1.0,1990334
0.0005,50,1500,17.0,17.0,74,1.0,2533315
0.0005,50,200,17.0,17.0,100,1.0,1999771
0.0005,50,200,17.0,17.0,74,1.0,2639409
0.0005,50,20,17.0,17.0,100,1.0,2025843
0.0005,50,20,17.0,17.0,74,1.0,2596369
0.0005,50,3000,17.0,17.0,100,1.0,1960281
0.0005,50,3000,17.0,17.0,74,1.0,2613138
0.0005,50,400,17.0,17.0,100,1.0,2064414
0.0005,50,400,17.0,17.0,74,1.0,2550600
0.0005,50,40,17.0,17.0,100,1.0,1994513
0.0005,50,40,17.0,17.0,74,1.0,2649854
0.0005,50,4,17.0,17.0,100,1.0,2077211
0.0005,50,4,17.0,17.0,74,1.0,2608240
0.0005,50,5000,17.0,17.0,100,1.0,1996698
0.0005,50,5000,17.0,17.0,74,1.0,2593764
0.0005,50,8,17.0,17.0,100,1.0,2036302
0.0005,50,8,17.0,17.0,74,1.0,2503398
0.00075,50,1000,17.0,17.0,100,1.0,2006100
0.00075,50,1000,17.0,17.0,74,1.0,2588618
0.00075,50,100,17.0,17.0,100,1.0,2065649
0.00075,50,100,17.0,17.0,74,1.0,2614114
0.00075,50,10,17.0,17.0,100,1.0,2073986
0.00075,50,10,17.0,17.0,74,1.0,2584847
0.00075,50,1500,17.0,17.0,100,1.0,2063641
0.00075,50,1500,17.0,17.0,74,1.0,2604910
0.00075,50,200,17.0,17.0,100,1.0,2042774
0.00075,50,200,17.0,17.0,74,1.0,2542489
0.00075,50,20,17.0,17.0,100,1.0,2091259
0.00075,50,20,17.0,17.0,74,1.0,2543098
0.00075,50,3000,17.0,17.0,100,1.0,2045985
0.00075,50,3000,17.0,17.0,74,1.0,2596339
0.00075,50,400,17.0,17.0,100,1.0,2029230
0.00075,50,400,17.0,17.0,74,1.0,2593595
0.00075,50,40,17.0,17.0,100,1.0,2020316
0.00075,50,40,17.0,17.0,74,1.0,2650511
0.00075,50,4,17.0,17.0,100,1.0,2057720
0.00075,50,4,17.0,17.0,74,1.0,2596548
0.00075,50,5000,17.0,17.0,100,1.0,1990446
0.00075,50,5000,17.0,17.0,74,1.0,2556450
0.00075,50,8,17.0,17.0,100,1.0,2029655
0.00075,50,8,17.0,17.0,74,1.0,2591584
0.001,50,1000,17.0,17.0,100,1.0,1991398
0.001,50,1000,17.0,17.0,74,1.0,2571418
0.001,50,100,17.0,17.0,100,1.0,2071287
0.001,50,100,17.0,17.0,74,1.0,2620120
0.001,50,10,17.0,17.0,100,1.0,2002621
0.001,50,10,17.0,17.0,74,1.0,2663618
0.001,50,1500,17.0,17.0,100,1.0,2021103
0.001,50,1500,17.0,17.0,74,1.0,2564281
0.001,50,200,17.0,17.0,100,1.0,2024508
0.001,50,200,17.0,17.0,74,1.0,2617998
0.001,50,20,17.0,17.0,100,1.0,2081907
0.001,50,20,17.0,17.0,74,1.0,2661284
0.001,50,3000,17.0,17.0,100,1.0,2032271
0.001,50,3000,17.0,17.0,74,1.0,2605486
0.001,50,400,17.0,17.0,100,1.0,2030667
0.001,50,400,17.0,17.0,74,1.0,2610938
0.001,50,40,17.0,17.0,100,1.0,1983533
0.001,50,40,17.0,17.0,74,1.0,2592871
0.001,50,4,17.0,17.0,100,1.0,2021792
0.001,50,4,17.0,17.0,74,1.0,2584726
0.001,50,5000,17.0,17.0,100,1.0,2038977
0.001,50,5000,17.0,17.0,74,1.0,2550981
0.001,50,8,17.0,17.0,100,1.0,2073798
0.001,50,8,17.0,17.0,74,1.0,2605164
0.0025,50,1000,17.0,17.0,100,1.0,2057147
0.0025,50,1000,17.0,17.0,74,1.0,2611942
0.0025,50,100,17.0,17.0,100,1.0,2096965
0.0025,50,100,17.0,17.0,74,1.0,2738746
0.0025,50,10,17.0,17.0,100,1.0,2138038
0.0025,50,10,17.0,17.0,74,1.0,2742724
0.0025,50,1500,17.0,17.0,100,1.0,2043607
0.0025,50,1500,17.0,17.0,74,1.0,2551707
0.0025,50,200,17.0,17.0,100,1.0,2082542
0.0025,50,200,17.0,17.0,74,1.0,2665703
0.0025,50,20,17.0,17.0,100,1.0,2123028
0.0025,50,20,17.0,17.0,74,1.0,2708193
0.0025,50,3000,17.0,17.0,100,1.0,2004709
0.0025,50,3000,17.0,17.0,74,1.0,2544867
0.0025,50,400,17.0,17.0,100,1.0,2136586
0.0025,50,400,17.0,17.0,74,1.0,2650300
0.0025,50,40,17.0,17.0,100,1.0,2080000
0.0025,50,40,17.0,17.0,74,1.0,2691164
0.0025,50,4,17.0,17.0,100,1.0,2113819
0.0025,50,4,17.0,17.0,74,1.0,2712476
0.0025,50,5000,17.0,17.0,100,1.0,2003750
0.0025,50,5000,17.0,17.0,74,1.0,2535846
0.0025,50,8,17.0,17.0,100,1.0,2114572
0.0025,50,8,17.0,17.0,74,1.0,2661974
0.005,50,1000,17.0,17.0,100,1.0,2035408
0.005,50,1000,17.0,17.0,74,1.0,2672883
0.005,50,100,17.0,17.0,100,1.0,2197906
0.005,50,100,17.0,17.0,74,1.0,2851445
0.005,50,10,17.0,17.0,100,1.0,2164426
0.005,50,10,17.0,17.0,74,1.0,2849931
0.005,50,1500,17.0,17.0,100,1.0,2007781
0.005,50,1500,17.0,17.0,74,1.0,2556476
0.005,50,200,17.0,17.0,100,1.0,2177485
0.005,50,200,17.0,17.0,74,1.0,2769395
0.005,50,20,17.0,17.0,100,1.0,2199639
0.005,50,20,17.0,17.0,74,1.0,2897216
0.005,50,3000,17.0,17.0,100,1.0,1997296
0.005,50,3000,17.0,17.0,74,1.0,2518752
0.005,50,400,17.0,17.0,100,1.0,2181110
0.005,50,400,17.0,17.0,74,1.0,2729864
0.005,50,40,17.0,17.0,100,1.0,2212297
0.005,50,40,17.0,17.0,74,1.0,2840083
0.005,50,4,17.0,17.0,100,1.0,2203857
0.005,50,4,17.0,17.0,74,1.0,2856577
0.005,50,5000,17.0,17.0,100,1.0,2038058
0.005,50,5000,17.0,17.0,74,1.0,2546369
0.005,50,8,17.0,17.0,100,1.0,2282019
0.005,50,8,17.0,17.0,74,1.0,2837576
0.0075,50,1000,17.0,17.0,100,1.0,2145570
0.0075,50,1000,17.0,17.0,74,1.0,2572069
0.0075,50,100,17.0,17.0,100,1.0,2299213
0.0075,50,100,17.0,17.0,74,1.0,2904426
0.0075,50,10,17.0,17.0,100,1.0,2402711
0.0075,50,10,17.0,17.0,74,1.0,3065112
0.0075,50,1500,17.0,17.0,100,1.0,2083371
0.0075,50,1500,17.0,17.0,74,1.0,2580670
0.0075,50,200,17.0,17.0,100,1.0,2291226
0.0075,50,200,17.0,17.0,74,1.0,2856987
0.0075,50,20,17.0,17.0,100,1.0,2316783
0.0075,50,20,17.0,17.0,74,1.0,3023539
0.0075,50,3000,17.0,17.0,100,1.0,1994831
0.0075,50,3000,17.0,17.0,74,1.0,2548324
0.0075,50,400,17.0,17.0,100,1.0,2204664
0.0075,50,400,17.0,17.0,74,1.0,2862793
0.0075,50,40,17.0,17.0,100,1.0,2312533
0.0075,50,40,17.0,17.0,74,1.0,3045256
0.0075,50,4,17.0,17.0,100,1.0,2353286
0.0075,50,4,17.0,17.0,74,1.0,2982868
0.0075,50,5000,17.0,17.0,100,1.0,2030845
0.0075,50,5000,17.0,17.0,74,1.0,2432756
0.0075,50,8,17.0,17.0,100,1.0,2313989
0.0075,50,8,17.0,17.0,74,1.0,3017334
0.01,50,1000,17.0,17.0,100,1.0,2089922
0.01,50,1000,17.0,17.0,74,1.0,2653166
0.01,50,100,17.0,17.0,100,1.0,2388548
0.01,50,100,17.0,17.0,74,1.0,3092651
0.01,50,10,17.0,17.0,100,1.0,2460617
0.01,50,10,17.0,17.0,74,1.0,3136051
0.01,50,1500,17.0,17.0,100,1.0,2005151
0.01,50,1500,17.0,17.0,74,1.0,2500879
0.01,50,200,17.0,17.0,100,1.0,2325621
0.01,50,200,17.0,17.0,74,1.0,3001410
0.01,50,20,17.0,17.0,100,1.0,2423381
0.01,50,20,17.0,17.0,74,1.0,3140615
0.01,50,3000,17.0,17.0,100,1.0,2023966
0.01,50,3000,17.0,17.0,74,1.0,2595639
0.01,50,400,17.0,17.0,100,1.0,2246964
0.01,50,400,17.0,17.0,74,1.0,2872286
0.01,50,40,17.0,17.0,100,1.0,2430185
0.01,50,40,17.0,17.0,74,1.0,3033198
0.01,50,4,17.0,17.0,100,1.0,2430196
0.01,50,4,17.0,17.0,74,1.0,3215264
0.01,50,5000,17.0,17.0,100,1.0,2033738
0.01,50,5000,17.0,17.0,74,1.0,2513436
0.01,50,8,17.0,17.0,100,1.0,2467514
0.01,50,8,17.0,17.0,74,1.0,3108000
0.025,50,1000,17.0,17.0,100,1.0,2263868
0.025,50,1000,17.0,17.0,74,1.0,2900867
0.025,50,100,17.0,17.0,100,1.0,3048019
0.025,50,100,17.0,17.0,74,1.0,3739872
0.025,50,10,17.0,17.0,100,1.0,3128711
0.025,50,10,17.0,17.0,74,1.0,3985117
0.025,50,1500,17.0,17.0,100,1.0,2145774
0.025,50,1500,17.0,17.0,74,1.0,2654636
0.025,50,200,17.0,17.0,100,1.0,2810813
0.025,50,200,17.0,17.0,74,1.0,3726246
0.025,50,20,17.0,17.0,100,1.0,3111492
0.025,50,20,17.0,17.0,74,1.0,3985709
0.025,50,3000,17.0,17.0,100,1.0,1984266
0.025,50,3000,17.0,17.0,74,1.0,2503801
0.025,50,400,17.0,17.0,100,1.0,2586211
0.025,50,400,17.0,17.0,74,1.0,3325465
0.025,50,40,17.0,17.0,100,1.0,3072291
0.025,50,40,17.0,17.0,74,1.0,3802892
0.025,50,4,17.0,17.0,100,1.0,3068818
0.025,50,4,17.0,17.0,74,1.0,4064085
0.025,50,5000,17.0,17.0,100,1.0,1980062
0.025,50,5000,17.0,17.0,74,1.0,2538504
0.025,50,8,17.0,17.0,100,1.0,3069571
0.025,50,8,17.0,17.0,74,1.0,4077624
0.05,50,1000,17.0,17.0,100,1.0,2536796
0.05,50,1000,17.0,17.0,74,1.0,3287384
0.05,50,100,17.0,17.0,100,1.0,3848526
0.05,50,100,17.0,17.0,74,1.0,5334762
0.05,50,10,17.0,17.0,100,1.0,4185805
0.05,50,10,17.0,17.0,74,1.0,5755072
0.05,50,1500,17.0,17.0,100,1.0,2222348
0.05,50,1500,17.0,17.0,74,1.0,2956564
0.05,50,200,17.0,17.0,100,1.0,3555722
0.05,50,200,17.0,17.0,74,1.0,5057620
0.05,50,20,17.0,17.0,100,1.0,4053275
0.05,50,20,17.0,17.0,74,1.0,5848798
0.05,50,3000,17.0,17.0,100,1.0,1937643
0.05,50,3000,17.0,17.0,74,1.0,2582071
0.05,50,400,17.0,17.0,100,1.0,3188346
0.05,50,400,17.0,17.0,74,1.0,4309420
0.05,50,40,17.0,17.0,100,1.0,4046969
0.05,50,40,17.0,17.0,74,1.0,5612746
0.05,50,4,17.0,17.0,100,1.0,4212864
0.05,50,4,17.0,17.0,74,1.0,5965971
0.05,50,5000,17.0,17.0,100,1.0,1972978
0.05,50,5000,17.0,17.0,74,1.0,2607102
0.05,50,8,17.0,17.0,100,1.0,4149604
0.05,50,8,17.0,17.0,74,1.0,5955655
0.075,50,1000,17.0,17.0,100,1.0,2674971
0.075,50,1000,17.0,17.0,74,1.0,3652663
0.075,50,100,17.0,17.0,100,1.0,4694522
0.075,50,100,17.0,17.0,74,1.0,6642368
0.075,50,10,17.0,17.0,100,1.0,5016060
0.075,50,10,17.0,17.0,74,1.0,7357059
0.075,50,1500,17.0,17.0,100,1.0,2227219
0.075,50,1500,17.0,17.0,74,1.0,3025564
0.075,50,200,17.0,17.0,100,1.0,4289078
0.075,50,200,17.0,17.0,74,1.0,6131531
0.075,50,20,17.0,17.0,100,1.0,5026107
0.075,50,20,17.0,17.0,74,1.0,7133487
0.075,50,3000,17.0,17.0,100,1.0,1955273
0.075,50,3000,17.0,17.0,74,1.0,2582447
0.075,50,400,17.0,17.0,100,1.0,3771157
0.075,50,400,17.0,17.0,74,1.0,5201981
0.075,50,40,17.0,17.0,100,1.0,4872385
0.075,50,40,17.0,17.0,74,1.0,6918899
0.075,50,4,17.0,17.0,100,1.0,5171778
0.075,50,4,17.0,17.0,74,1.0,7297851
0.075,50,5000,17.0,17.0,100,1.0,1926350
0.075,50,5000,17.0,17.0,74,1.0,2583944
0.075,50,8,17.0,17.0,100,1.0,5028932
0.075,50,8,17.0,17.0,74,1.0,7214027
0.1,50,1000,17.0,17.0,100,1.0,3200098
0.1,50,1000,17.0,17.0,74,1.0,3860891
0.1,50,100,17.0,17.0,100,1.0,6020671
0.1,50,100,17.0,17.0,74,1.0,7540179
0.1,50,10,17.0,17.0,100,1.0,6665401
0.1,50,10,17.0,17.0,74,1.0,8508154
0.1,50,1500,17.0,17.0,100,1.0,2597709
0.1,50,1500,17.0,17.0,74,1.0,3152703
0.1,50,200,17.0,17.0,100,1.0,5525164
0.1,50,200,17.0,17.0,74,1.0,7059219
0.1,50,20,17.0,17.0,100,1.0,6490379
0.1,50,20,17.0,17.0,74,1.0,8378962
0.1,50,3000,17.0,17.0,100,1.0,2068912
0.1,50,3000,17.0,17.0,74,1.0,2647239
0.1,50,400,17.0,17.0,100,1.0,4646766
0.1,50,400,17.0,17.0,74,1.0,5946486
0.1,50,40,17.0,17.0,100,1.0,6396042
0.1,50,40,17.0,17.0,74,1.0,8262904
0.1,50,4,17.0,17.0,100,1.0,6743537
0.1,50,4,17.0,17.0,74,1.0,8548586
0.1,50,5000,17.0,17.0,100,1.0,2103162
0.1,50,5000,17.0,17.0,74,1.0,2472089
0.1,50,8,17.0,17.0,100,1.0,6651806
0.1,50,8,17.0,17.0,74,1.0,8476667
0.0001,66,1000,17.0,17.0,100,1.0,2083305
0.0001,66,1000,17.0,17.0,74,1.0,2660694
0.0001,66,100,17.0,17.0,100,1.0,2073123
0.0001,66,100,17.0,17.0,74,1.0,2689282
0.0001,66,10,17.0,17.0,100,1.0,2111231
0.0001,66,10,17.0,17.0,74,1.0,2710256
0.0001,66,1500,17.0,17.0,100,1.0,2146761
0.0001,66,1500,17.0,17.0,74,1.0,2686475
0.0001,66,200,17.0,17.0,100,1.0,2072116
0.0001,66,200,17.0,17.0,74,1.0,2723294
0.0001,66,20,17.0,17.0,100,1.0,2160552
0.0001,66,20,17.0,17.0,74,1.0,2679376
0.0001,66,3000,17.0,17.0,100,1.0,2143806
0.0001,66,3000,17.0,17.0,74,1.0,2670510
0.0001,66,400,17.0,17.0,100,1.0,2073904
0.0001,66,400,17.0,17.0,74,1.0,2739614
0.0001,66,40,17.0,17.0,100,1.0,2150515
0.0001,66,40,17.0,17.0,74,1.0,2733353
0.0001,66,4,17.0,17.0,100,1.0,2205572
0.0001,66,4,17.0,17.0,74,1.0,2785074
0.0001,66,5000,17.0,17.0,100,1.0,2114151
0.0001,66,5000,17.0,17.0,74,1.0,2770896
0.0001,66,8,17.0,17.0,100,1.0,2079700
0.0001,66,8,17.0,17.0,74,1.0,2700145
0.00025,66,1000,17.0,17.0,100,1.0,2068561
0.00025,66,1000,17.0,17.0,74,1.0,2691753
0.00025,66,100,17.0,17.0,100,1.0,2083658
0.00025,66,100,17.0,17.0,74,1.0,2772189
0.00025,66,10,17.0,17.0,100,1.0,2160581
0.00025,66,10,17.0,17.0,74,1.0,2673086
0.00025,66,1500,17.0,17.0,100,1.0,2090139
0.00025,66,1500,17.0,17.0,74,1.0,2718291
0.00025,66,200,17.0,17.0,100,1.0,2165293
0.00025,66,200,17.0,17.0,74,1.0,2717710
0.00025,66,20,17.0,17.0,100,1.0,2121430
0.00025,66,20,17.0,17.0,74,1.0,2699286
0.00025,66,3000,17.0,17.0,100,1.0,2154606
0.00025,66,3000,17.0,17.0,74,1.0,2671810
0.00025,66,400,17.0,17.0,100,1.0,2091594
0.00025,66,400,17.0,17.0,74,1.0,2738380
0.00025,66,40,17.0,17.0,100,1.0,2095335
0.00025,66,40,17.0,17.0,74,1.0,2716349
0.00025,66,4,17.0,17.0,100,1.0,2115295
0.00025,66,4,17.0,17.0,74,1.0,2783396
0.00025,66,5000,17.0,17.0,100,1.0,2131909
0.00025,66,5000,17.0,17.0,74,1.0,2596039
0.00025,66,8,17.0,17.0,100,1.0,2087594
0.00025,66,8,17.0,17.0,74,1.0,2731115
0.0005,66,1000,17.0,17.0,100,1.0,2224783
0.0005,66,1000,17.0,17.0,74,1.0,2681517
0.0005,66,100,17.0,17.0,100,1.0,2155613
0.0005,66,100,17.0,17.0,74,1.0,2704777
0.0005,66,10,17.0,17.0,100,1.0,2149809
0.0005,66,10,17.0,17.0,74,1.0,2702515
0.0005,66,1500,17.0,17.0,100,1.0,2010847
0.0005,66,1500,17.0,17.0,74,1.0,2719033
0.0005,66,200,17.0,17.0,100,1.0,2164812
0.0005,66,200,17.0,17.0,74,1.0,2741456
0.0005,66,20,17.0,17.0,100,1.0,2032692
0.0005,66,20,17.0,17.0,74,1.0,2613782
0.0005,66,3000,17.0,17.0,100,1.0,2149728
0.0005,66,3000,17.0,17.0,74,1.0,2618271
0.0005,66,400,17.0,17.0,100,1.0,2051276
0.0005,66,400,17.0,17.0,74,1.0,2634063
0.0005,66,40,17.0,17.0,100,1.0,2066260
0.0005,66,40,17.0,17.0,74,1.0,2647350
0.0005,66,4,17.0,17.0,100,1.0,2054193
0.0005,66,4,17.0,17.0,74,1.0,2786610
0.0005,66,5000,17.0,17.0,100,1.0,2086588
0.0005,66,5000,17.0,17.0,74,1.0,2619618
0.0005,66,8,17.0,17.0,100,1.0,2137457
0.0005,66,8,17.0,17.0,74,1.0,2739890
0.00075,66,1000,17.0,17.0,100,1.0,2084028
0.00075,66,1000,17.0,17.0,74,1.0,2711466
0.00075,66,100,17.0,17.0,100,1.0,2139940
0.00075,66,100,17.0,17.0,74,1.0,2712276
0.00075,66,10,17.0,17.0,100,1.0,2214919
0.00075,66,10,17.0,17.0,74,1.0,2759483
0.00075,66,1500,17.0,17.0,100,1.0,2134178
0.00075,66,1500,17.0,17.0,74,1.0,2676959
0.00075,66,200,17.0,17.0,100,1.0,2152377
0.00075,66,200,17.0,17.0,74,1.0,2721130
0.00075,66,20,17.0,17.0,100,1.0,2172196
0.00075,66,20,17.0,17.0,74,1.0,2743833
0.00075,66,3000,17.0,17.0,100,1.0,2125415
0.00075,66,3000,17.0,17.0,74,1.0,2764155
0.00075,66,400,17.0,17.0,100,1.0,2103320
0.00075,66,400,17.0,17.0,74,1.0,2737654
0.00075,66,40,17.0,17.0,100,1.0,2154036
0.00075,66,40,17.0,17.0,74,1.0,2636615
0.00075,66,4,17.0,17.0,100,1.0,2060629
0.00075,66,4,17.0,17.0,74,1.0,2807480
0.00075,66,5000,17.0,17.0,100,1.0,2059991
0.00075,66,5000,17.0,17.0,74,1.0,2632174
0.00075,66,8,17.0,17.0,100,1.0,2180397
0.00075,66,8,17.0,17.0,74,1.0,2847565
0.001,66,1000,17.0,17.0,100,1.0,2137761
0.001,66,1000,17.0,17.0,74,1.0,2641292
0.001,66,100,17.0,17.0,100,1.0,2128813
